"Time (ps)"	"Count rate (counts/s), channel 1"	"Count rate (counts/s), channel 2"	"Frequency (Hz), channel 1"	"Frequency (Hz), channel 2"
290280000000000	90800	84350	90724.517338039514	84285.837500312307
290300000000000	90850	84550	90855.906052092469	84508.317147696565
290320000000000	90750	84150	90813.733645796252	84365.663322459979
290340000000000	90800	84100	90729.394280911743	84198.162351984894
290360000000000	90750	85100	90912.760969989031	84555.855925906362
290380000000000	90900	84050	90710.507205660047	84594.490369495674
290400000000000	90500	83800	90736.806301211793	83913.470684922693
290420000000000	90850	83750	90685.933380716684	83772.113807468326
290440000000000	90750	84200	90786.15960830322	84009.974140693143
290460000000000	90650	83850	90575.920185218958	84040.663879002197
290480000000000	90900	84450	90857.962471085892	84044.618829273357
290500000000000	90950	83750	90896.519456175243	84229.341552740749
290520000000000	90650	84400	90896.582681313143	84023.186726896965
290540000000000	90600	84250	90564.592443993926	84151.462613245429
290560000000000	90750	84350	90612.564872420524	84363.529925395196
290580000000000	90500	84050	90659.351905518255	84315.514211824993
290600000000000	90600	83700	90617.084923253744	83937.523938584229
290620000000000	91000	83950	90789.525090904746	83943.314355283699
290640000000000	90750	84500	90983.337812694692	83986.942289672224
290660000000000	90800	84150	90736.909070168025	84277.368453593139
290680000000000	90900	84150	90792.517198868576	84244.525011693389
290700000000000	90800	83950	90841.702139381028	83979.044421000464
290720000000000	90700	84050	90709.682868119402	83979.162207702902
290740000000000	90600	84600	90696.481430597778	84367.400962020474
290760000000000	91150	83950	90772.443783583993	84150.455700669787
290780000000000	90800	84000	91059.849350251665	84042.51536310857
290800000000000	90850	83950	90844.532236062689	84040.801561633431
290820000000000	91150	83550	90978.654079781205	83685.999583776691
290840000000000	91000	84800	91162.109152861507	84259.650040346649
290860000000000	90950	83900	90912.323161387365	84349.528100327108
290880000000000	90750	84200	90799.342589440261	84171.77858516913
290900000000000	90850	84700	90824.973790014774	84311.904106862465
290920000000000	91000	83900	90972.125936679469	84411.432808834565
290940000000000	90850	83800	90934.299558060884	83750.754155104078
290960000000000	90800	84100	90757.251108774624	83888.791164924492
290980000000000	90900	84300	90847.927774258103	84172.158193322204
291000000000000	91100	84550	91087.094190073418	84370.87567225135
291020000000000	90400	84300	90609.342549736204	84538.861814632037
291040000000000	90700	83900	90574.978339790367	84082.251047057041
291060000000000	91100	84250	90851.964822226932	84066.185945299148
291080000000000	90900	84200	91068.990773288664	84189.792080460364
291100000000000	90850	84250	90902.316626540298	84263.782923585721
291120000000000	90900	84100	90924.726816363371	84112.236368259531
291140000000000	90650	83650	90770.267306748516	83993.340798175035
291160000000000	91000	84150	90791.526830047296	83977.290081746702
291180000000000	90550	84050	90801.687806692091	84086.588241768477
291200000000000	90900	84100	90769.583053508613	84064.118857738562
291220000000000	90750	83900	90734.581407109552	83998.572066898865
291240000000000	90850	83800	90807.578496174989	83788.717397852262
291260000000000	91350	84400	91059.286249366822	84092.998978469754
291280000000000	90700	84350	91062.720963292973	84338.217924610653
291300000000000	90700	84050	90649.90904927926	84170.022915566966
291320000000000	90600	84400	90714.804412829661	84119.842628749204
291340000000000	90500	84200	90550.245128545765	84336.227322875508
291360000000000	90700	84300	90614.361620893891	84310.782506815493
291380000000000	90800	84250	90711.996318264515	84375.786254243678
291400000000000	90750	83500	90730.736656209323	83815.553025436398
291420000000000	90900	84000	90982.465265050239	83822.668293747294
291440000000000	90750	83900	90769.906045218188	83971.876979888024
291460000000000	90900	84050	90752.245982357344	83824.916413545987
291480000000000	90750	84350	90991.804160727217	84270.880950408915
291500000000000	90950	84400	90759.055803432318	84399.042635063408
291520000000000	90800	84650	90801.634235887235	84456.233011644552
291540000000000	91000	84200	90940.095898354542	84450.871780952482
291560000000000	91100	84500	90991.502369237947	84415.639548686333
291580000000000	90900	84300	91052.278951636981	84290.354747164689
291600000000000	90700	84400	90776.344445292329	84386.502131372428
291620000000000	90900	84300	90806.818112013425	84487.557082833489
291640000000000	90900	84500	90899.346075015856	84338.917155500196
291660000000000	91000	83850	90943.932246116601	84096.771362926855
291680000000000	90950	84350	90994.765087582564	84139.956205093331
291700000000000	90900	84200	91062.02162986467	84395.023836177017
291720000000000	90700	84300	90655.2901175359	84355.317659889697
291740000000000	90550	83750	90728.704527817958	83890.710111011358
291760000000000	91100	84450	90720.615359298987	83902.562488074342
291780000000000	90900	84100	91012.878286256324	84188.520645558136
291800000000000	90650	84500	90711.343079844606	84311.712781349474
291820000000000	90650	84400	90637.666981527844	84646.603832331806
291840000000000	90950	84250	90826.47632776729	84274.929004702528
291860000000000	90750	83950	90887.869692217675	84076.84402917503
291880000000000	90750	84400	90666.705364368667	84167.169210788023
291900000000000	90950	84200	90899.979857019382	84408.101748939429
291920000000000	90600	83600	90808.709088918651	83722.931955146632
291940000000000	90700	84550	90736.089047107162	84173.349419618884
291960000000000	90750	84050	90687.062265246321	84256.389425517758
291980000000000	90600	83700	90656.277771657813	84050.438680947133
292000000000000	90850	84200	90691.7604867669	83871.071042878175
292020000000000	90800	84150	90823.932515240333	84258.961645688425
292040000000000	91000	83850	90919.852917351265	83939.877080706938
292060000000000	90900	83950	90885.939025203188	83885.643170954761
292080000000000	90700	84100	90828.881377539466	83893.254739877855
292100000000000	90850	84050	90816.854824693728	84216.434877391584
292120000000000	90600	84200	90630.944502349797	84041.840575353737
292140000000000	91000	84650	90870.217603421217	84320.610440712044
292160000000000	90800	83400	90779.826161956167	84025.513434463908
292180000000000	90650	84300	90805.384060132448	83912.059184858837
292200000000000	90550	83500	90690.564702873555	84219.691579968145
292220000000000	90700	84100	90623.407908535693	83675.99684388093
292240000000000	90850	84000	90704.661775325367	83849.044017950466
292260000000000	90650	84750	90850.460154550994	84390.328319372551
292280000000000	91150	84300	90926.123462252974	84604.548614503394
292300000000000	90800	84150	90865.902007866855	84260.407134960988
292320000000000	90800	84450	90856.646833479914	84155.003343140692
292340000000000	90500	84250	90569.018989501506	84381.95322095367
292360000000000	90650	83700	90610.234333378918	83979.28191495908
292380000000000	90950	84500	90690.348503263667	84175.691672135217
292400000000000	90650	84550	90960.598007198176	84486.221362482072
292420000000000	90900	84450	90805.820797879351	84503.996631443224
292440000000000	90850	84250	90698.29975847702	84302.629786946985
292460000000000	90950	83900	90940.475957891671	84099.445264147231
292480000000000	90600	84500	90908.432849035336	84276.403726781908
292500000000000	90750	84050	90647.708291825824	84220.471279160556
292520000000000	90650	84350	90715.945731875996	84327.181222787694
292540000000000	90850	84150	90736.636224906193	84122.612343323446
292560000000000	90700	84450	90675.601203836646	84489.083833774188
292580000000000	90600	84050	90730.806748632749	84094.489681231324
292600000000000	91050	84050	90799.671129772541	83960.141857987401
292620000000000	90600	84150	90787.613297291056	84203.472703271589
292640000000000	90800	84000	90677.410854804737	83962.664608789608
292660000000000	91050	83950	90900.896760156727	84207.743269929706
292680000000000	90750	84600	90989.03597344365	84127.007465045899
292700000000000	90900	84050	90836.292828991034	84187.49250894117
292720000000000	91150	84150	91033.854764388729	84329.162945303295
292740000000000	90950	83900	91060.481454092311	83915.790513253989
292760000000000	91100	84200	90974.964914542346	84115.99172737445
292780000000000	90950	84100	91106.802529405613	84098.107318485301
292800000000000	90650	84800	90729.509320108526	84491.47195705089
292820000000000	90850	84400	90791.410175713434	84550.386460500566
292840000000000	90700	84550	90673.718729919201	84595.693172783213
292860000000000	91000	83950	90865.234929024387	84114.660802987608
292880000000000	91000	84050	91005.222724098217	83930.115058484473
292900000000000	90550	83650	90729.794272267842	83965.393265240957
292920000000000	90950	84000	90768.981245302275	83730.274928960498
292940000000000	90850	84300	90846.022170154756	84079.95641194073
292960000000000	90850	84250	90861.501924168886	84568.340917494425
292980000000000	90700	84250	90988.537857549352	84155.029049861507
293000000000000	90550	84100	90659.422800064363	84202.924944998842
293020000000000	90800	84950	90577.286583040797	84469.467481381507
293040000000000	90650	84600	90679.832678781662	84865.164196407102
293060000000000	90700	84250	90813.192499779019	84451.642661014703
293080000000000	90750	84350	90676.574841641239	84125.494789832126
293100000000000	90950	84100	90788.996025315879	84337.237166757637
293120000000000	90850	84250	90896.66391893955	84179.300413632751
293140000000000	90850	84700	90781.606606496774	84417.855829962908
293160000000000	91100	84350	90975.632393321415	84496.346763909663
293180000000000	90500	84250	90778.037277201889	84159.453347000526
293200000000000	90650	84450	90637.481345326451	84346.872018157097
293220000000000	91150	84250	90804.355940150941	84306.564728477388
293240000000000	90700	84200	90946.714307929011	84438.831539768784
293260000000000	90750	84450	90895.246317557336	84300.979271695556
293280000000000	90750	84100	90683.965945987977	84294.464321167499
293300000000000	90650	83950	90599.947540956011	84060.42934644442
293320000000000	90800	84350	90839.901729373742	84211.873896009158
293340000000000	90750	84400	90735.937564690015	84347.479470756385
293360000000000	90950	84200	90916.633058528081	84311.781956642997
293380000000000	91000	83950	90919.68602420656	84027.77296812
293400000000000	90900	84050	90898.835292849282	83921.646319647931
293420000000000	90950	84800	90893.920863727777	84399.050245965598
293440000000000	90900	84250	90983.822603446679	84423.705137095021
293460000000000	90700	84250	90784.24910070296	84387.6064227241
293480000000000	90750	84150	90643.041265003092	84207.433873057918
293500000000000	90650	84100	90797.541022545891	84099.978858167917
293520000000000	90900	83950	90796.645970854268	84007.039907728424
293540000000000	90800	84100	90862.206750821249	84103.962827271753
293560000000000	90700	84100	90705.976306540033	84021.214647285407
293580000000000	90750	84200	90830.116556008608	84283.95596386191
293600000000000	90750	83950	90715.496045671011	84104.120862765412
293620000000000	90950	84300	90909.28362162241	84112.081778642896
293640000000000	90600	84500	90675.11141336459	84254.112191534892
293660000000000	91000	84300	90714.955183656653	84469.69559357829
293680000000000	90850	84150	91007.140306214555	83979.237955427816
293700000000000	90700	84000	90680.169022730144	84240.112792597065
293720000000000	90700	83750	90645.217969457823	83975.541482964632
293740000000000	90850	84250	90856.043472900012	83863.278343787664
293760000000000	90700	84450	90847.378056568545	84422.343339343643
293780000000000	90700	84300	90662.496715750603	84638.591079478647
293800000000000	91100	84600	90949.285856396818	84132.421535117726
293820000000000	90600	84900	90797.161385876665	84875.303888323397
293840000000000	90750	84250	90742.153444869691	84558.419301832895
293860000000000	90600	84400	90698.853911291066	84295.24283930716
293880000000000	90900	84900	90753.755627314022	84611.605799218392
293900000000000	90900	83850	90823.615466064235	84200.304474613557
293920000000000	90700	84200	90740.340756344813	84137.241207963118
293940000000000	90900	84100	90859.990912340829	84172.890783891926
293960000000000	90850	83600	90817.364351596145	83913.850962341297
293980000000000	90850	83800	90816.897949805018	83622.125157981689
294000000000000	90550	84300	90679.292696320437	84129.343831445891
