"Time (ps)"	"Count rate (counts/s), channel 1"	"Count rate (counts/s), channel 2"	"Frequency (Hz), channel 1"	"Frequency (Hz), channel 2"
280340000000000	90950	84250	90936.398237831017	84137.579359075433
280360000000000	90750	84400	90837.543927898136	84238.373148393352
280380000000000	90800	84500	90792.59892078604	84622.079325954764
280400000000000	90950	84800	90842.228031655148	84558.786988385866
280420000000000	90900	84000	90987.922512889505	84391.695196907996
280440000000000	90800	84650	90720.601772465438	84269.268046882818
280460000000000	90800	84350	90788.567825185659	84560.158720157051
280480000000000	90900	84600	90906.505657424583	84490.577384748758
280500000000000	90900	84750	90878.782525813192	84695.744604626481
280520000000000	91100	84350	91152.951375830729	84588.937299202313
280540000000000	90750	84200	90847.879787759855	84235.960590932707
280560000000000	91000	84200	90937.385761470345	84202.483090342444
280580000000000	90850	85000	90867.248160819829	84494.544579033973
280600000000000	91000	84200	90928.044672411896	84752.078006433934
280620000000000	91200	84350	91039.810639907504	84308.951338664396
280640000000000	90700	84300	90984.009852929637	84229.21695257895
280660000000000	90800	84400	90660.687922966346	84350.410349094993
280680000000000	91050	84900	90958.717047676473	84668.691946441715
280700000000000	90950	85000	91025.765296587531	84972.951904813628
280720000000000	90950	84400	91052.835590120798	84790.392479850794
280740000000000	91050	84200	90842.437850445058	84319.274858047705
280760000000000	90700	84900	91063.484953455991	84619.842846945627
280780000000000	90850	84350	90757.382848142719	84561.402446161243
280800000000000	91100	84000	90930.333770760451	84111.556877845753
280820000000000	91050	84650	91096.451993651208	84520.968326600065
280840000000000	91050	84350	91065.865855527532	84417.004684579093
280860000000000	90900	84450	90956.550786388427	84153.39148139031
280880000000000	91050	84400	90902.255214640085	84601.8038472021
280900000000000	90750	84350	90867.904914925151	84312.915973475479
280920000000000	91000	84850	90946.015165412013	84532.037550057983
280940000000000	90900	84450	90954.552972010599	84513.6532976499
280960000000000	90800	84000	90702.381756104805	84381.701402041319
280980000000000	90850	84350	90888.59324817764	84248.554956768407
281000000000000	90850	84450	90838.84640634706	84250.758183776328
281020000000000	91050	84000	91015.391744213324	84321.768136497252
281040000000000	91100	84500	91116.988185075475	84291.081907617292
281060000000000	90900	84200	91011.739701180239	84507.114342813002
281080000000000	91000	84200	90951.408332696737	83983.716085985478
281100000000000	90800	84200	90873.875126730112	84227.013428065067
281120000000000	90800	84200	90837.945643268104	84221.125342446685
281140000000000	91100	85000	90884.786804429445	84506.052503245548
281160000000000	90700	84650	90931.22866063565	84912.13866087803
281180000000000	91000	85300	90729.258100402614	84841.22838886072
281200000000000	90900	84150	91080.148017540632	84700.748115443726
281220000000000	90850	84550	90827.549547205825	84477.579605109888
281240000000000	90850	84050	90766.230101799665	84224.126720149114
281260000000000	91100	84000	91041.062254242745	84121.206934464528
281280000000000	90950	84650	91129.82813193585	84195.078104422617
281300000000000	90950	84450	90835.089483740885	84598.261720782495
281320000000000	90750	83800	90898.156325093878	84207.613404018994
281340000000000	91000	84150	90821.904102878209	83999.800193767471
281360000000000	90800	84200	91040.421177380165	84026.059568348079
281380000000000	90900	84800	90682.276146325312	84518.906452815776
281400000000000	91150	84550	91104.223656732356	84630.33692550211
281420000000000	91050	84250	91049.144233067098	84383.55341164612
281440000000000	90700	84850	90767.248298743754	84582.979460445567
281460000000000	90900	84500	90909.861276431242	84540.076294524173
281480000000000	90800	84150	90824.758148075634	84517.370052672806
281500000000000	90900	83900	90857.978194254625	84030.249078901397
281520000000000	90950	84250	90996.38925098085	84156.640706438804
281540000000000	90800	84300	90901.013303374188	84198.86264475045
281560000000000	90800	84050	90844.776684768498	84251.954829561437
281580000000000	91000	84700	90803.516394952501	84337.633955731508
281600000000000	91300	84250	91164.114484088233	84526.493209868393
281620000000000	90900	84550	91075.541340540629	84460.76666661285
281640000000000	90750	84300	90857.251237845383	84272.484954313841
281660000000000	90600	84050	90674.023477524112	84174.027287563717
281680000000000	90850	84100	90793.161462741526	84126.703316853047
281700000000000	90850	84450	90706.529988059687	84203.701342311324
281720000000000	91150	84650	91023.612181068922	84575.601565639285
281740000000000	90950	84250	91058.077648293562	84461.496464545606
281760000000000	91050	84550	91024.987320047658	84271.538725662744
281780000000000	90850	84550	90980.23440180748	84695.862055821635
281800000000000	91000	84050	90947.630680814604	84455.372518413031
281820000000000	91000	84150	90967.302841301804	84081.935189935204
281840000000000	90900	84200	91048.693796574007	84230.220061349261
281860000000000	90750	84650	90798.546361644258	84287.933411220933
281880000000000	90750	84400	90717.75707475438	84630.867550930445
281900000000000	91200	84100	91025.445704131707	84327.249773932897
281920000000000	91000	84800	91074.856166789337	84329.249240475969
281940000000000	91200	84250	91022.429659097921	84353.36247587137
281960000000000	90850	83950	90970.623372994611	84214.652835544592
281980000000000	91000	84000	90941.125859264983	83923.383935800739
282000000000000	90900	84200	90951.605400896762	84146.241095787089
282020000000000	91050	84300	90979.793260457227	84066.189352398447
282040000000000	90800	84000	90959.041418593522	84150.683248829126
282060000000000	91200	83800	90961.143875215232	84070.700828718138
282080000000000	90800	84500	91117.560609103064	84139.036382725186
282100000000000	90850	84150	90774.842717858221	84438.856362626277
282120000000000	91100	84300	90911.634504749003	84287.880450116616
282140000000000	90900	84750	91052.239052176243	84423.154250213833
282160000000000	90750	84450	90790.673760388905	84606.471712535262
282180000000000	91050	84300	90861.461918913381	84200.484409507466
282200000000000	91050	84050	91032.752577984938	84356.088926642435
282220000000000	90900	83850	90962.753709059034	83869.144583041343
282240000000000	91250	84800	91105.411008585535	84186.90895095421
282260000000000	91050	84550	91142.069560126358	84741.635049554927
282280000000000	91000	84450	91083.607620860726	84458.384901499172
282300000000000	90800	85000	90877.6472122009	84733.55576569523
282320000000000	90750	84300	90709.467825309781	84624.104508505363
282340000000000	90900	83950	90860.497769659225	84176.533484393571
282360000000000	90700	83900	90853.576866201634	84086.407387382351
282380000000000	91100	84500	90933.339379159806	84183.280289135233
282400000000000	91250	84550	91100.461586008139	84417.071570350658
282420000000000	90750	84400	91057.107555880299	84633.133122719373
282440000000000	90950	83900	90901.861414769068	83938.559346376613
282460000000000	90900	83950	90833.438716496879	83983.306242233011
282480000000000	91000	84600	90874.587127293562	84215.599315329964
282500000000000	90850	84050	91002.45149087318	84248.600407444115
282520000000000	90800	84100	90767.234507285961	84144.437389133789
282540000000000	90950	84700	90982.623163170851	84394.407135378453
282560000000000	91000	84100	90893.373217242071	84509.408891206971
282580000000000	90700	84250	90838.743660761917	84216.168097313421
282600000000000	90850	84300	90841.238159728804	84339.926734113003
282620000000000	90800	84700	90859.251423462483	84514.218814847598
282640000000000	90950	84050	90854.107425777562	84324.219851707283
282660000000000	90850	84100	90921.464641349899	84089.379334875222
282680000000000	90900	84600	90954.537080797076	84115.32992861548
282700000000000	90950	84150	90868.26251595169	84633.364448318098
282720000000000	90850	84200	90793.846036566043	84125.319298979724
282740000000000	90950	84150	90937.378492831966	84075.340168575232
282760000000000	91000	84400	90985.715832494767	84317.538703814847
282780000000000	90800	84400	90870.380004439488	84530.746415423942
282800000000000	90900	84300	90803.818282259454	84080.02863093905
282820000000000	90900	83750	90916.969717763335	83939.819411535063
282840000000000	91000	84300	91030.731548233001	84142.976559422546
282860000000000	90800	83800	90902.395814974778	84041.939238432547
282880000000000	90950	84550	90865.829235296173	84199.199239636975
282900000000000	91150	84300	91008.466965028245	84558.456815093465
282920000000000	90850	84050	91029.362291137164	84190.785039560724
282940000000000	90950	83950	90914.566654646507	84033.12925037423
282960000000000	91000	84850	91008.958410955747	84465.128198661128
282980000000000	91000	84300	91031.525926741378	84436.607768645743
283000000000000	91100	84400	90928.86787239596	84275.181314569825
283020000000000	90650	84150	90891.013761647715	84236.114718940109
283040000000000	90900	83950	90782.865109691789	84096.406681850553
283060000000000	90950	84550	90895.790486463113	84196.208869845665
283080000000000	91100	83900	91091.460322387691	84329.777680414583
283100000000000	90950	84400	91041.157644924606	84030.908435031
283120000000000	91050	84550	90926.131169558881	84601.670711890692
283140000000000	90950	84300	91020.140160618685	84528.257605015227
283160000000000	90800	84700	90943.789320828335	84438.755735728148
283180000000000	91100	84200	90945.582619460649	84437.430615400983
283200000000000	90950	84500	90953.177457762504	84482.206862102612
283220000000000	90950	84050	91059.581064964033	84075.95336696718
283240000000000	90800	84900	90765.610522871226	84503.899288408633
283260000000000	90800	84600	90870.581861547471	84684.613817965947
283280000000000	91250	84100	90990.439155446409	84358.479808099219
283300000000000	91250	84550	91218.363877945259	84169.20639274978
283320000000000	91000	84250	91056.897173687903	84375.10020905835
283340000000000	91050	84450	91033.052050466329	84457.049047517881
283360000000000	90750	84200	90869.928520436166	84325.312635167036
283380000000000	90800	83800	90849.332819368457	84194.831040509671
283400000000000	91000	84200	90902.309297511325	83913.702179656757
283420000000000	91000	84600	90952.151430566126	84309.344306146799
283440000000000	91100	83900	91156.369267031172	84443.367735380278
283460000000000	91000	84250	91079.362338555846	84197.00782123633
283480000000000	90850	84650	90982.753268675326	84321.945742236683
283500000000000	90950	84650	90805.21077641868	84418.33537573136
283520000000000	90750	84450	90797.362794540109	84673.929331904088
283540000000000	91050	84300	90900.801782446404	84478.524964332959
283560000000000	90900	84750	90947.745103873371	84368.034733008011
283580000000000	90800	84350	90869.228192675844	84584.636702730932
283600000000000	90700	84350	90655.268220700076	84162.966345780151
283620000000000	90950	84450	90861.564708937469	84503.674665813771
283640000000000	91050	84400	91033.006891654019	84466.242812674493
283660000000000	90900	84450	91098.712076803393	84679.844121345785
283680000000000	91000	84100	90838.772583052254	84149.261241548113
283700000000000	90650	84400	90887.601944183974	84248.87125002392
283720000000000	90750	84200	90659.239018429202	84307.472486134895
283740000000000	90600	84050	90752.543971983789	84255.39189589661
283760000000000	90800	84200	90802.481251685516	83903.813533060355
283780000000000	91000	84250	90723.940418665734	84365.688426451175
283800000000000	90850	84150	90971.380385854049	84304.96824532983
283820000000000	90850	84250	90790.665405492749	83776.051584681743
283840000000000	90950	84200	90935.269540725683	84320.990587208871
283860000000000	90900	84500	90865.470605286566	84444.46684198454
283880000000000	91050	84250	90936.285452057578	84389.925583779535
283900000000000	91000	83850	91052.045697188849	83932.689459032481
283920000000000	90450	84050	90854.138558734368	84008.722837252717
283940000000000	91000	84100	90702.801963240767	84249.013790083933
283960000000000	90700	84250	90858.395944524134	84216.683776013393
283980000000000	91250	84250	90973.147952911298	84107.474466367887
284000000000000	91150	84100	91218.817718940656	84253.090627889454
284020000000000	90950	84800	91070.775749780514	84408.725818268329
284040000000000	90700	84400	90751.166832932067	84696.294816440772
284060000000000	90900	84200	90757.206879039892	84153.245521492179
284080000000000	91050	84600	91045.625629158501	84308.896075770026
284100000000000	90950	85050	90881.197420450262	84843.900462387348
284120000000000	90800	84100	90997.992466991462	84588.614618403197
284140000000000	91100	84400	90788.428388652566	84232.080115915174
284160000000000	90850	84200	91116.944570531137	84350.908314891334
284180000000000	90700	84750	90725.999664697636	84620.777755911506
284200000000000	91000	84250	90970.096004163555	84511.411287813316
284220000000000	90650	84250	90809.942726639318	84145.638885707391
284240000000000	90750	83700	90622.131412466289	84035.163011600773
284260000000000	90900	84300	90851.13127748124	84004.742180407644
284280000000000	90800	84850	90855.299393125868	84572.884809332449
284300000000000	90750	84650	90763.986495248755	84695.479256362538
284320000000000	91000	84500	90868.215221370658	84620.178614838282
284340000000000	90900	84100	90870.160059021509	84192.28736223506
284360000000000	90700	84250	90808.84053233279	84098.88223544255
284380000000000	91100	84150	90815.307406072985	84153.171637251246
284400000000000	90950	84550	91119.343972444898	84387.026736006301
284420000000000	90850	83750	90930.266745075147	84113.516003877536
284440000000000	90700	84300	90746.829379232091	84010.060989265417
284460000000000	91050	84300	90950.636151925544	84306.73410047419
284480000000000	90850	84100	90948.151886852575	84505.210127007202
284500000000000	91050	84600	90993.686194249138	84161.988734544997
284520000000000	90750	84650	90866.600690070612	84756.945099737728
284540000000000	91150	84300	90954.170680850148	84498.041438576736
284560000000000	91100	84800	91077.456912383539	84491.1109376596
284580000000000	91250	83850	91199.812496464103	84441.608446135127
284600000000000	90950	84500	91024.38864783918	83830.040856732478
284620000000000	90650	83600	90763.793751984747	84087.042491861968
284640000000000	90900	84600	90814.858100002646	84254.385228487969
284660000000000	90750	84650	90863.659765517208	84548.326050825985
284680000000000	90700	84500	90661.437161925031	84500.632643716453
284700000000000	90600	84150	90631.924161513132	84351.285096763721
284720000000000	90900	83950	90908.929263135637	84061.045105656332
284740000000000	90950	84100	90912.593403419392	84222.947191016079
284760000000000	90700	83950	90810.2624601344	84072.726933055659
284780000000000	91000	84650	90845.288551059639	84351.74825518539
284800000000000	90750	84600	90881.422488520184	84598.02508606296
284820000000000	90950	84250	90927.886860082363	84322.572140174816
284840000000000	90850	84500	90874.657987453087	84391.698924449083
284860000000000	90750	84700	90754.611614583628	84514.759346883759
284880000000000	90800	84750	90738.755565651678	84799.450099904323
284900000000000	90700	84100	90700.542380660045	84359.977413888715
284920000000000	91100	84450	90912.962243474016	84220.892699271819
284940000000000	91000	84500	91046.007286836277	84475.146693874529
284960000000000	90650	84350	90849.483679560188	84495.663539448491
284980000000000	90650	83950	90668.60298642928	84226.760616475091
285000000000000	91000	84850	90898.148918084844	84250.162382046503
285020000000000	90750	84650	90745.164966158656	84841.104766328164
285040000000000	90800	85050	90823.864923290064	84838.199652091833
285060000000000	91000	84550	90900.731682362006	84799.194875369038
285080000000000	91100	84600	91028.406915868967	84732.634802864341
285100000000000	91100	85000	91195.77064357698	84804.902051077108
285120000000000	90850	84800	90932.502238712739	84759.700609695399
285140000000000	90900	84350	90733.163659177153	84500.143314779285
285160000000000	90800	84200	90879.129823087147	84174.636822656976
285180000000000	91100	83900	91047.059293131475	83989.534634358337
285200000000000	90950	84300	90988.042678165206	84297.045903173101
285220000000000	91000	84050	90905.469567274195	83952.876511267983
285240000000000	90700	83750	90878.781597956317	83894.410607045065
285260000000000	91200	84050	90982.214422777688	84154.276847745816
285280000000000	91150	83750	91213.006228896775	83856.885083683796
285300000000000	90850	83950	90998.536271757563	83806.726244577279
285320000000000	90800	84600	90821.481855943057	84456.290297980653
285340000000000	90900	84850	90861.48414504902	84675.606612308635
285360000000000	90750	84400	90786.641072623243	84667.445056271565
285380000000000	90850	84500	90793.717469158146	84203.716394886287
285400000000000	90800	84650	90851.017338322839	84648.061215946524
285420000000000	90650	84350	90687.999837548414	84485.015422986253
285440000000000	91000	84550	90807.76595272588	84314.732390987207
285460000000000	90950	83850	90979.142458438699	84175.380560898266
285480000000000	90850	84100	90923.298709287046	84126.944845839025
285500000000000	91000	84250	90963.887500251672	84358.252198713177
285520000000000	90750	84450	90870.907933624607	84301.2919784158
285540000000000	91000	84400	90927.952714162937	84397.883663016619
285560000000000	90900	84200	90939.566331636466	84381.110954146032
285580000000000	91050	84800	90954.118080317625	84298.893698494168
285600000000000	90850	83750	91008.181595188551	84420.320687149811
285620000000000	90850	84000	90741.170019703743	83883.495487847744
285640000000000	91150	84700	91108.287862027079	84290.270657070127
285660000000000	91000	84650	91043.519085172098	84771.396073950644
285680000000000	91100	83950	91008.536903483473	84088.800394598802
285700000000000	91200	84300	91211.457541313648	84254.272594353039
285720000000000	90850	84400	90987.401360473057	84335.507747548108
285740000000000	90950	84800	90817.841380837723	84471.063846310033
285760000000000	90750	83700	90763.831243794586	84167.410988274831
285780000000000	90550	84250	90779.191537967141	84013.523257915906
285800000000000	90600	84450	90595.166190799064	84380.56120862464
285820000000000	90950	84450	90810.675757037592	84552.184008191005
285840000000000	90700	84600	90758.614127235021	84644.231263106049
285860000000000	90750	84250	90903.351448811401	84265.191306643072
285880000000000	91000	84700	90692.180107982727	84622.893128115713
285900000000000	90500	84250	90747.427496783886	84427.186122711428
285920000000000	91050	84000	90745.546916060397	84091.904947664792
285940000000000	90800	84200	91028.374995303515	84069.840521960257
285960000000000	90900	84250	90694.888616146505	84189.654238548843
285980000000000	90900	84500	90977.939058732183	84247.68634268138
286000000000000	90900	84050	90918.978491270143	84476.42385581987
286020000000000	91050	84850	90851.790077234808	84333.288005357026
286040000000000	90900	83350	91125.571954266692	84197.226115743731
286060000000000	90900	84600	90877.876448182084	84033.693163489079
286080000000000	91050	84200	91003.912881781929	84395.660179577055
286100000000000	91250	84400	91077.346430160498	84423.59351292481
286120000000000	90700	84450	91047.190225726372	84146.071129566699
286140000000000	91050	83950	90895.538000729808	84432.064599220525
286160000000000	90800	84500	90898.037299526026	84237.090383144328
286180000000000	91000	84500	90920.970113503252	84348.876459072955
286200000000000	91050	84050	91019.542497955787	84272.321586682607
286220000000000	90800	84150	90838.130319906821	84127.294862507231
286240000000000	90550	84200	90701.974850113009	84118.937896640593
286260000000000	90950	84150	90718.015794078485	84103.746802666632
286280000000000	90600	84500	90759.374346435012	84280.242441973474
286300000000000	90600	84300	90643.286556528212	84416.371193966494
286320000000000	90700	84450	90661.727861923078	84525.10067853854
286340000000000	90900	83750	90767.239633472826	84174.950833087758
286360000000000	90750	84000	90908.999256781346	83806.135069207376
286380000000000	90900	84000	90811.988075017201	83964.104025198714
286400000000000	90850	83550	90917.92508161033	83803.003856247829
286420000000000	90950	83800	90918.439147330922	83785.485614703197
286440000000000	90550	84450	90695.420693027918	84093.275765110098
286460000000000	91000	84100	90746.663015405415	84169.052060710892
286480000000000	90850	84300	90982.630002664344	84311.302032685111
286500000000000	90850	83800	90729.198639172158	83974.862541310795
286520000000000	91050	84200	90959.974912823833	84026.099228756415
286540000000000	90950	84500	91070.828457826428	84307.232939246343
286560000000000	90800	84100	90784.300240531666	84153.616285527547
286580000000000	90750	83900	90869.732022842873	84157.925538646887
286600000000000	90800	84300	90769.05724279015	84121.61452911896
286620000000000	90650	83950	90748.946738489525	84187.288878812731
286640000000000	90650	84600	90638.401056430172	84372.837629043453
286660000000000	91100	84300	90854.246175440989	84400.587085005434
286680000000000	90600	84400	90947.427521105899	84411.559973202107
286700000000000	90900	84450	90621.702234127719	84299.090452588047
286720000000000	90700	84150	90884.661154029469	84287.773846512777
286740000000000	90850	84250	90573.591738431656	84175.092876417548
286760000000000	90900	83800	91010.959202899103	83906.862087430767
286780000000000	91000	84150	90880.242994545522	83970.979578928323
286800000000000	90950	84000	91054.885774564813	84058.44782265817
286820000000000	91200	84450	91017.485491188389	84200.282152260508
286840000000000	90850	84400	91038.614006968186	84507.936673570992
286860000000000	90950	84800	90930.478100079068	84658.891054621956
286880000000000	90850	84450	90894.213061679926	84554.889845591504
286900000000000	90900	84000	90879.160798820492	84165.296995484532
286920000000000	90950	84350	91046.263356579278	84234.286398564436
286940000000000	90850	84450	90783.115839199745	84382.848333417365
286960000000000	90750	84550	90798.730781474398	84710.403509526848
286980000000000	91200	83600	90967.447520945934	83919.497012613065
287000000000000	90900	84150	90965.55907550604	83860.355055490247
287020000000000	91050	84100	91020.31213442747	84148.942539638854
287040000000000	90950	84150	90943.368904340197	83812.108807253535
287060000000000	90900	84650	91018.480542716672	84687.107189321512
287080000000000	90750	84000	90789.155197344517	84185.307376201017
287100000000000	90950	84500	90791.37534182267	84316.876676554995
287120000000000	90950	84450	91021.250999210082	84409.78474794465
287140000000000	91000	84300	91004.232894445115	84561.081756505548
287160000000000	91050	84400	91033.213782651757	84300.300926583135
287180000000000	90500	84150	90801.813877938141	84452.368189844216
287200000000000	90500	83850	90569.288814150525	83845.214883432302
287220000000000	90800	84150	90576.656627599237	84147.857038072892
287240000000000	90700	84050	90808.487984657317	83974.001412087382
287260000000000	90900	84100	90711.65301590896	84121.003293354865
287280000000000	90850	83750	90854.782071975511	83791.359155679762
287300000000000	90950	84750	90888.766484595792	84394.986842458384
287320000000000	91100	84600	91106.043626567931	84576.192203293293
287340000000000	90950	84600	90972.466071680363	84512.199046098147
287360000000000	90650	84000	90880.414935934634	84485.894133637848
287380000000000	91100	84350	90796.631215763366	84061.345107065572
287400000000000	90550	84250	90816.620340122667	84377.485290538782
287420000000000	90900	84250	90811.645088328267	84367.957795455863
287440000000000	90950	84000	90914.663808950863	84007.345647577007
287460000000000	90500	84200	90700.323284951955	84105.320935904165
287480000000000	91050	84100	90738.980058808404	84126.477979152376
287500000000000	91100	84700	91034.916016946387	84416.176558490726
287520000000000	90800	84300	91017.474812798871	84498.942083437811
287540000000000	90800	84500	90776.315533112866	84305.792671253017
287560000000000	91000	84500	90830.234634505163	84514.385797262978
287580000000000	90750	84150	90883.804032608416	84313.364667880218
287600000000000	90850	84200	90768.403267464149	84187.310644925412
287620000000000	90850	84150	90936.64226822948	84263.178370744339
287640000000000	90900	84100	90830.239611514349	84059.923945480288
287660000000000	90850	84150	91025.809657194579	84264.604672463625
287680000000000	91050	83750	90936.036087217173	83855.575483921537
287700000000000	90800	84350	90938.767061730294	84146.893032096094
287720000000000	90900	84000	90810.798221154328	84122.672728839752
287740000000000	90750	84250	90727.674722433483	84205.228641389971
287760000000000	90850	84100	90858.589222680355	84056.316831610486
287780000000000	90950	84350	90920.034109830551	84224.682245045435
287800000000000	90650	84650	90710.003726317154	84602.456235454709
287820000000000	90850	83750	90730.88788939701	83915.709624438241
287840000000000	91000	84000	90903.630989358207	84063.387661064407
287860000000000	90950	84350	90926.017822337308	84142.520450396914
287880000000000	90850	84100	91044.610216359535	84061.436835573812
287900000000000	90900	84300	90756.342800799161	84285.382592351743
287920000000000	90800	84400	90963.314702712218	84460.423294252105
287940000000000	90900	83900	90822.164639050112	84034.869146596873
287960000000000	90800	84250	90837.23743998009	84349.428494426451
287980000000000	90900	84400	90866.35086516822	84181.738199902582
288000000000000	91000	84200	90982.540417035707	84324.964637206198
288020000000000	90550	84250	90698.617207455318	84115.923558597002
288040000000000	91100	84300	90871.933358640061	84357.983617593054
288060000000000	90650	84150	90872.57013154692	84202.603654267587
288080000000000	90850	84600	90812.294862131574	84435.069722436965
288100000000000	90900	83700	90836.906406309121	84124.583702390082
288120000000000	90700	84450	90803.243437754223	83891.678320175008
288140000000000	90600	83700	90627.158078595705	84161.066155842855
288160000000000	91000	84050	90760.894560617919	83765.616272262734
288180000000000	90650	84450	90812.818901137041	84470.519966171007
288200000000000	91000	84550	90889.949417368261	84388.997647331751
288220000000000	90750	84550	90911.18394405827	84618.922172120365
288240000000000	91150	84350	90995.923917420296	84522.11915306258
288260000000000	90650	84500	90902.634302484003	84262.88172063719
288280000000000	91100	85300	90779.58629635039	85079.62765021497
288300000000000	90750	84450	90992.327268753157	84799.602591638934
288320000000000	90950	84700	90863.336239857585	84421.921022346331
288340000000000	90900	84750	90807.749107744195	84654.076609186246
288360000000000	91050	84500	90921.550661837129	84817.110445373793
288380000000000	91000	84250	91069.460159394424	84324.040451338777
288400000000000	90950	84550	91023.18880794599	84440.67434064667
288420000000000	90650	83900	90803.431163234025	84193.952632357512
288440000000000	90850	84200	90718.459462584055	84194.913412043228
288460000000000	90850	83800	90876.009388894061	84044.419089772535
288480000000000	90850	83650	90937.642275119782	83656.30711968476
288500000000000	90600	84350	90593.030657665338	84024.759692472304
288520000000000	90700	84250	90844.030216875079	84179.792788789855
288540000000000	90800	84400	90604.304249341891	84445.175148379654
288560000000000	91000	84450	90978.191360443045	84364.405883765226
288580000000000	90800	84000	90854.508867423297	84139.08422250775
288600000000000	90900	84350	90744.989742674006	84070.110328796989
288620000000000	90750	84150	90853.88049708301	84301.781107752686
288640000000000	90700	84050	90722.729465712604	84240.163625708403
288660000000000	90650	84250	90698.493230246284	84053.048788608125
288680000000000	90600	84750	90659.508755885719	84417.471759801279
288700000000000	90950	83650	90688.661281247318	84356.934972762014
288720000000000	90900	84400	91003.923825693768	84111.243470072819
288740000000000	90950	84650	90916.260123555563	84487.045946721759
288760000000000	90750	84600	90885.80385080514	84570.334979169813
288780000000000	90900	84100	90816.017055067248	84503.548805885846
288800000000000	90850	83800	90901.662270591565	83929.248986879058
288820000000000	91050	83950	90999.615186269904	83671.867340577315
288840000000000	91100	84500	90938.248602020016	84370.860000009969
288860000000000	90700	84150	90911.94159515723	84242.618504491998
288880000000000	91150	83700	90888.846715709151	83777.285181196072
288900000000000	90950	84050	91067.70279846192	83934.498445135294
288920000000000	90950	84400	90932.732854918519	84170.00569222476
288940000000000	90800	83650	90912.262469953464	84030.972474910144
288960000000000	90900	84150	90738.147856319832	83947.396632457559
288980000000000	90800	84200	90930.406736628793	84281.860363829983
289000000000000	91000	84150	90964.850568572161	84232.648566374031
289020000000000	90700	84400	90837.808074179004	84181.747591334541
289040000000000	90400	84150	90580.517568924275	84384.49445298528
289060000000000	90950	84300	90744.23806037863	84136.572749345767
289080000000000	90750	84200	90823.049990916697	84225.666311438137
289100000000000	91050	84500	90894.535129942844	84336.45334629227
289120000000000	90600	84300	90815.946644712909	84415.330035744904
289140000000000	90500	84450	90567.428455403337	84231.883942191751
289160000000000	90650	84100	90521.31356440064	84340.069931557053
289180000000000	90700	84350	90561.209260090953	84283.059664123793
289200000000000	90650	84550	90690.107200927814	84369.280384983547
289220000000000	91150	84100	90897.231931140806	84356.708717900256
289240000000000	90650	84400	90975.956787784904	84194.310692019717
289260000000000	90500	84000	90587.609844285384	84346.183050305961
289280000000000	91050	84200	90743.438027922981	84203.504199880234
289300000000000	90600	84250	90943.458020388192	84130.716449721207
289320000000000	91150	84000	90885.756378044593	84212.276080486612
289340000000000	90750	84500	90928.729006268943	84070.930582503162
289360000000000	90850	84250	90634.848407078287	84674.581768205127
289380000000000	90700	84350	90935.568171988503	84067.241963114226
289400000000000	90950	83850	90651.320976793257	83984.676914674928
289420000000000	90850	84500	90972.592430456934	84059.299578828533
289440000000000	90600	84650	90676.188733318006	84788.993219330383
289460000000000	90700	84150	90683.295841263505	84200.055834212821
289480000000000	90800	84200	90764.963674042549	84306.867226633854
289500000000000	90850	83950	90857.793294306553	84266.947416821786
289520000000000	91250	83950	91009.996945681298	83823.097607940683
289540000000000	90900	84100	91128.654884642237	84125.891316818554
289560000000000	90600	84600	90737.094643686534	84338.043705623582
289580000000000	90950	84500	90928.426668701431	84579.040766459191
289600000000000	90750	84350	90777.02004034647	84375.771239676993
289620000000000	91150	83800	90839.444946452335	84154.599568405654
289640000000000	90900	84750	90984.940582520008	84235.296061379646
289660000000000	90650	84300	90825.187281912906	84544.734918881892
289680000000000	90600	84000	90632.410971769554	83954.192183672669
289700000000000	90700	84800	90628.933741434375	84284.082754221265
289720000000000	90950	84200	90880.03925276958	84650.236783439803
289740000000000	90700	84300	90660.109843451501	84152.479187585806
289760000000000	90800	84550	90775.885932480407	84535.448522840437
289780000000000	90800	84150	90903.010635199025	84363.912944293173
289800000000000	90750	84450	90817.855299288101	84399.744630195375
289820000000000	90750	83750	90674.908412496341	84181.060924260673
289840000000000	90800	83850	90880.107013663481	83671.125537914195
289860000000000	90900	84150	90814.044146388886	83981.915546592951
289880000000000	90750	84350	90834.141816024727	84293.726410253599
289900000000000	90950	84500	90864.386053149632	84236.469928480365
289920000000000	90750	84350	90782.034863795401	84639.387585887118
289940000000000	90800	84700	90731.78906992852	84348.333525571376
289960000000000	90850	84000	90877.000391746682	84407.334536250492
289980000000000	90900	84350	90764.940173939351	84013.288091976036
290000000000000	90800	83900	90952.707683832399	84295.024212069504
290020000000000	90950	84400	90903.067217390359	84275.460215524115
290040000000000	90550	84450	90678.422330859801	84394.489151720831
290060000000000	90900	84200	90864.760612544007	84258.398267305151
290080000000000	90850	83700	90801.140334397438	83874.054976942411
290100000000000	90750	84100	90755.461393812628	84079.923573351567
290120000000000	90850	84050	90888.055546120318	84037.792362084612
290140000000000	90850	84050	90780.027804002078	84061.839176497393
290160000000000	90850	83900	90966.926053696312	83907.257774904268
290180000000000	90700	84050	90658.944460220417	83893.788669908972
290200000000000	90850	84100	90755.771044235735	84123.035941806345
290220000000000	90950	84350	90917.0120932633	84036.238016513511
290240000000000	90950	83800	90871.756299303102	84177.401057741241
290260000000000	90650	84400	90851.067891315892	84213.127857176209
